,CIK,Date,Amount A,Amount D,sec_alpha,PERMNO
1205,0000107687,2019-11,4995891.0,2561.0,1.1,51086
1206,0000107687,2019-12,512869.0,3842.0,1.1,51086
1207,0000107687,2020-01,0.0,9514.0,0.9,51086
1208,0000107687,2020-03,13701.0,0.0,1.1,51086
1209,0000107687,2020-04,23001.0,1614.0,1.1,51086
1210,0000107687,2020-05,0.0,10211.0,0.9,51086
1211,0000107687,2020-07,0.0,5083.0,0.9,51086
1212,0000107687,2020-10,934316.0,80500.0,1.1,51086
1213,0000107687,2020-12,0.0,256881.0,0.9,51086
1214,0000107687,2021-01,0.0,81371.0,0.9,51086
1215,0000107687,2021-02,5000.0,9139.0,0.9,51086
1216,0000107687,2021-03,11362.0,0.0,1.1,51086
1217,0000107687,2021-08,0.0,746.0,0.9,51086
1218,0000107687,2021-09,909701.0,0.0,1.1,51086
1219,0000107687,2021-10,795382.0,144763.0,1.1,51086
1220,0000107687,2021-12,0.0,65811.0,0.9,51086
1221,0000107687,2022-02,0.0,316.0,0.9,51086
1222,0000107687,2022-04,585251.0,0.0,1.1,51086
1223,0000107687,2022-08,132911.0,0.0,1.1,51086
1224,0000107687,2022-10,1309682.0,194717.0,1.1,51086
1225,0000107687,2022-12,0.0,66621.0,0.9,51086
1226,0000107687,2023-01,10162.0,0.0,1.1,51086
1227,0000107687,2023-03,0.0,7210.0,0.9,51086
1228,0000107687,2023-07,0.0,300000.0,0.9,51086
1229,0000107687,2023-08,0.0,23961.0,0.9,51086
1230,0000107687,2023-10,1056756.0,305315.0,1.1,51086
1231,0000107687,2023-11,25561.0,114081.0,0.9,51086
1232,0000107687,2023-12,0.0,5000.0,0.9,51086
1233,0000107687,2024-01,28273.0,13564.0,1.1,51086
1234,0000107687,2024-07,0.0,6666.0,0.9,51086
1235,0000107687,2024-08,0.0,16261.0,0.9,51086
1236,0000107687,2024-10,903433.0,296617.0,1.1,51086
1237,0000110471,2018-02,210019.0,332076.0,0.9,42286
1238,0000110471,2018-03,88910.0,106910.0,0.9,42286
1239,0000110471,2018-04,0.0,26.0,0.9,42286
1240,0000110471,2018-05,503009.0,85650.0,1.1,42286
1241,0000110471,2018-06,0.0,466.0,0.9,42286
1242,0000110471,2018-08,57569.0,49151.0,1.1,42286
1243,0000110471,2018-09,0.0,19376.0,0.9,42286
1244,0000110471,2018-10,0.0,2444.0,0.9,42286
1245,0000110471,2018-11,10108.0,11628.0,0.9,42286
1246,0000110471,2019-02,58313.0,432969.0,0.9,42286
1247,0000110471,2019-03,9870.0,13291.0,0.9,42286
1248,0000110471,2019-04,0.0,52.0,0.9,42286
1249,0000110471,2019-06,10000.0,494.0,1.1,42286
1250,0000110471,2019-07,0.0,1730.0,0.9,42286
1251,0000110471,2019-08,0.0,855.0,0.9,42286
1252,0000110471,2019-10,0.0,5014.0,0.9,42286
1253,0000110471,2020-01,256266.0,268295.0,0.9,42286
1254,0000110471,2020-02,586442.0,392361.0,1.1,42286
1255,0000110471,2020-04,740398.0,336560.0,1.1,42286
1256,0000110471,2020-05,18361.0,2000.0,1.1,42286
1257,0000110471,2020-06,0.0,10300.0,0.9,42286
1258,0000110471,2020-07,0.0,2585.0,0.9,42286
1259,0000110471,2020-08,12300.0,11470.0,1.1,42286
1260,0000110471,2020-09,5386.0,7286.0,0.9,42286
1261,0000110471,2020-10,750.0,347.0,1.1,42286
1262,0000110471,2020-11,88258.0,279477.0,0.9,42286
1263,0000110471,2020-12,0.0,51699.0,0.9,42286
1264,0000110471,2021-01,1000.0,3466.0,0.9,42286
1265,0000110471,2021-02,174085.0,154753.0,1.1,42286
1266,0000110471,2021-03,244977.0,285969.0,0.9,42286
1267,0000110471,2021-04,3855.0,31913.0,0.9,42286
1268,0000110471,2021-05,53228.0,20942.0,1.1,42286
1269,0000110471,2021-06,0.0,2544.0,0.9,42286
1270,0000110471,2021-07,0.0,1280.0,0.9,42286
1271,0000110471,2021-08,72809.0,159021.0,0.9,42286
1272,0000110471,2021-09,0.0,2231.0,0.9,42286
1273,0000110471,2021-10,13757.0,6718.0,1.1,42286
1274,0000110471,2021-11,190878.0,188422.0,1.1,42286
1275,0000110471,2021-12,21144.0,91046.0,0.9,42286
1276,0000110471,2022-02,335299.0,158373.0,1.1,42286
1277,0000110471,2022-03,27648.0,9763.0,1.1,42286
1278,0000110471,2022-05,13516.0,109.0,1.1,42286
1279,0000110471,2022-08,730.0,205.0,1.1,42286
1280,0000110471,2022-10,13008.0,6642.0,1.1,42286
1281,0000110471,2022-11,1750.0,490.0,1.1,42286
1282,0000110471,2022-12,127870.0,17870.0,1.1,42286
1283,0000110471,2023-01,164081.0,90281.0,1.1,42286
1284,0000110471,2023-02,561564.0,222504.0,1.1,42286
1285,0000110471,2023-03,63513.0,63513.0,1.0,42286
1286,0000110471,2023-05,23577.0,101.0,1.1,42286
1287,0000110471,2023-06,0.0,3050.0,0.9,42286
1288,0000110471,2023-08,7560.0,73.0,1.1,42286
1289,0000110471,2024-02,114914.0,69054.0,1.1,42286
1290,0000110471,2024-05,63381.0,3355.0,1.1,42286
1291,0000110471,2024-08,14159.0,5985.0,1.1,42286
1292,0000110471,2024-09,7706.0,7706.0,1.0,42286
1293,0000225648,2018-03,272922.0,41947.0,1.1,76515
1294,0000225648,2018-05,28158.0,10822.0,1.1,76515
1295,0000225648,2018-08,0.0,2000.0,0.9,76515
1296,0000225648,2018-10,1020695.0,364227.0,1.1,76515
1297,0000225648,2018-11,0.0,13000.0,0.9,76515
1298,0000225648,2018-12,0.0,1300.0,0.9,76515
1299,0000225648,2019-01,10000.0,0.0,1.1,76515
1300,0000225648,2019-02,896737.0,300034.0,1.1,76515
1301,0000225648,2019-03,198942.0,53648.0,1.1,76515
1302,0000225648,2019-05,6236.0,72330.0,0.9,76515
1303,0000225648,2019-08,0.0,12996.0,0.9,76515
1304,0000225648,2019-09,0.0,12000.0,0.9,76515
1305,0000225648,2020-02,775096.0,349992.0,1.1,76515
1306,0000225648,2020-03,301211.0,69513.0,1.1,76515
1307,0000225648,2020-05,28541.0,0.0,1.1,76515
1308,0000225648,2020-06,0.0,6000.0,0.9,76515
1309,0000225648,2020-11,0.0,3146.0,0.9,76515
1310,0000225648,2021-03,983727.0,457677.0,1.1,76515
1311,0000225648,2021-05,114670.0,0.0,1.1,76515
1312,0000225648,2021-12,0.0,14672980.0,0.9,76515
1313,0000277509,2018-03,5000.0,0.0,1.1,47706
1314,0000277509,2018-04,0.0,699.0,0.9,47706
1315,0000277509,2018-05,454306.0,0.0,1.1,47706
1316,0000277509,2018-06,96056.0,96056.0,1.0,47706
1317,0000277509,2018-09,10500.0,60963.0,0.9,47706
1318,0000277509,2018-11,0.0,55000.0,0.9,47706
1319,0000277509,2019-01,76.0,0.0,1.1,47706
1320,0000277509,2019-03,92693.0,99287.0,0.9,47706
1321,0000277509,2019-04,25547.0,0.0,1.1,47706
1322,0000277509,2019-05,386337.0,0.0,1.1,47706
1323,0000277509,2019-07,692.0,0.0,1.1,47706
1324,0000277509,2019-08,11800.0,100047.0,0.9,47706
1325,0000277509,2019-09,66735.0,113298.0,0.9,47706
1326,0000277509,2019-11,0.0,40000.0,0.9,47706
1327,0000277509,2019-12,571.0,0.0,1.1,47706
1328,0000277509,2020-01,90875.0,402522.0,0.9,47706
1329,0000277509,2020-02,127098.0,56750.0,1.1,47706
1330,0000277509,2020-03,8952.0,0.0,1.1,47706
1331,0000277509,2020-04,23070.0,0.0,1.1,47706
1332,0000277509,2020-05,420046.0,14422.0,1.1,47706
1333,0000277509,2020-06,170429.0,912613.0,0.9,47706
1334,0000277509,2020-07,201465.0,1089812.0,0.9,47706
1335,0000277509,2020-08,0.0,32250.0,0.9,47706
1336,0000277509,2020-09,318.0,0.0,1.1,47706
1337,0000277509,2020-10,0.0,1535.0,0.9,47706
1338,0000277509,2020-12,277.0,0.0,1.1,47706
1339,0000277509,2021-03,423429.0,363534.0,1.1,47706
1340,0000277509,2021-04,13577.0,0.0,1.1,47706
1341,0000277509,2021-05,435149.0,816250.0,0.9,47706
1342,0000277509,2021-08,0.0,25441.0,0.9,47706
1343,0000277509,2021-11,177727.0,1052182.0,0.9,47706
1344,0000277509,2021-12,179.0,0.0,1.1,47706
1345,0000277509,2022-03,68851.0,29569.0,1.1,47706
1346,0000277509,2022-04,19996.0,0.0,1.1,47706
1347,0000277509,2022-05,404995.0,14327.0,1.1,47706
1348,0000277509,2022-06,292.0,0.0,1.1,47706
1349,0000277509,2022-10,281.0,0.0,1.1,47706
1350,0000277509,2022-11,226863.0,213982.0,1.1,47706
1351,0000277509,2023-01,226.0,0.0,1.1,47706
1352,0000277509,2023-03,92176.0,41027.0,1.1,47706
1353,0000277509,2023-04,15100.0,0.0,1.1,47706
1354,0000277509,2023-05,360089.0,94286.0,1.1,47706
1355,0000277509,2023-08,0.0,49936.0,0.9,47706
1356,0000277509,2023-11,56944.0,68695.0,0.9,47706
1357,0000277509,2023-12,5000.0,913.0,1.1,47706
1358,0000277509,2024-01,65.0,1034.0,0.9,47706
1359,0000277509,2024-02,70587.0,31346.0,1.1,47706
1360,0000277509,2024-03,131.0,190341.0,0.9,47706
1361,0000277509,2024-04,10570.0,0.0,1.1,47706
1362,0000277509,2024-05,215966.0,11843.0,1.1,47706
1363,0000277509,2024-06,133.0,0.0,1.1,47706
1364,0000277509,2024-09,119.0,37436.0,0.9,47706
1365,0000315374,2018-01,407311.0,55924.0,1.1,42922
1366,0000315374,2018-03,9114.0,46500.0,0.9,42922
1367,0000315374,2018-04,0.0,11765.0,0.9,42922
1368,0000315374,2018-05,5000.0,0.0,1.1,42922
1369,0000315374,2018-10,6262.0,6262.0,1.0,42922
1370,0000315374,2018-11,34.0,0.0,1.1,42922
1371,0000315374,2019-01,543843.0,15676.0,1.1,42922
1372,0000315374,2019-02,0.0,10000.0,0.9,42922
1373,0000315374,2019-03,11824.0,25000.0,0.9,42922
1374,0000315374,2020-01,498163.0,15176.0,1.1,42922
1375,0000315374,2020-03,17780.0,0.0,1.1,42922
1376,0000315374,2020-05,3738.0,0.0,1.1,42922
1377,0000315374,2020-09,0.0,8518.0,0.9,42922
1378,0000315374,2021-01,23164.0,6168.0,1.1,42922
1379,0000315374,2021-02,0.0,1731.0,0.9,42922
1380,0000315374,2021-03,9708.0,0.0,1.1,42922
1381,0000315374,2021-10,16311.0,0.0,1.1,42922
1382,0000315374,2021-12,5437.0,0.0,1.1,42922
1383,0000315374,2022-01,23442.0,8281.0,1.1,42922
1384,0000315374,2022-03,13914.0,0.0,1.1,42922
1385,0000315374,2022-11,0.0,235.0,0.9,42922
1386,0000315374,2022-12,11559.0,0.0,1.1,42922
1387,0000315374,2023-01,438477.0,14085.0,1.1,42922
1388,0000315374,2023-03,17226.0,0.0,1.1,42922
1389,0000315374,2023-09,13898.0,2430.0,1.1,42922
1390,0000315374,2023-11,0.0,135.0,0.9,42922
1391,0000315374,2023-12,0.0,2000.0,0.9,42922
1392,0000315374,2024-01,564615.0,13630.0,1.1,42922
1393,0000315374,2024-03,22878.0,0.0,1.1,42922
1394,0000315374,2024-07,2915.0,0.0,1.1,42922
1395,0000315374,2024-10,0.0,44663.0,0.9,42922
1396,0000350737,2018-05,40004.0,0.0,1.1,72611
1397,0000350737,2018-09,453004.0,16500.0,1.1,72611
1398,0000350737,2019-01,20000.0,0.0,1.1,72611
1399,0000350737,2019-02,0.0,1912.0,0.9,72611
1400,0000350737,2019-06,40004.0,0.0,1.1,72611
1401,0000350737,2019-09,453004.0,16500.0,1.1,72611
1402,0000350737,2020-06,50004.0,0.0,1.1,72611
1403,0000350737,2020-08,0.0,8410.0,0.9,72611
1404,0000350737,2020-09,0.0,7132.0,0.9,72611
1405,0000350737,2020-11,121804.0,4400.0,1.1,72611
1406,0000350737,2020-12,0.0,10250.0,0.9,72611
1407,0000350737,2021-05,100.0,0.0,1.1,72611
1408,0000350737,2021-06,40004.0,0.0,1.1,72611
1409,0000350737,2021-11,102003.0,0.0,1.1,72611
1410,0000350737,2022-01,76801.0,6400.0,1.1,72611
1411,0000350737,2022-08,0.0,5859600.0,0.9,72611
1412,0000353184,2018-01,1234224.0,0.0,1.1,11368
1413,0000353184,2018-02,2000.0,0.0,1.1,11368
1414,0000353184,2018-03,223523.0,818.0,1.1,11368
1415,0000353184,2018-04,49560.0,0.0,1.1,11368
1416,0000353184,2018-05,66321.0,0.0,1.1,11368
1417,0000353184,2018-06,21879.0,0.0,1.1,11368
1418,0000353184,2018-08,40000.0,6272.0,1.1,11368
1419,0000353184,2018-09,575.0,0.0,1.1,11368
1420,0000353184,2018-10,40000.0,0.0,1.1,11368
1421,0000353184,2018-12,6810.0,0.0,1.1,11368
1422,0000353184,2019-01,2613.0,0.0,1.1,11368
1423,0000353184,2019-02,1828.0,0.0,1.1,11368
1424,0000353184,2019-11,4500.0,0.0,1.1,11368
1425,0000353184,2019-12,3000.0,800.0,1.1,11368
1426,0000353184,2020-01,0.0,1100.0,0.9,11368
1427,0000353184,2020-03,66972.0,2600.0,1.1,11368
1428,0000353184,2020-10,0.0,100000.0,0.9,11368
1429,0000353184,2020-12,111716.54000000001,0.0,1.1,11368
1430,0000353184,2021-01,110563.0,2582.0,1.1,11368
1431,0000353184,2021-07,123118.0,0.0,1.1,11368
1432,0000353184,2021-08,75464.0,0.0,1.1,11368
1433,0000353184,2021-09,22500.0,0.0,1.1,11368
1434,0000353184,2022-02,94567.0,0.0,1.1,11368
1435,0000353184,2022-08,4250.0,0.0,1.1,11368
1436,0000353184,2022-09,17500.0,0.0,1.1,11368
1437,0000353184,2023-12,0.0,611.0,0.9,11368
1438,0000353569,2018-01,78034.0,81880.0,0.9,76591
1439,0000353569,2018-02,990463.0,365462.0,1.1,76591
1440,0000353569,2018-03,149416.0,95998.0,1.1,76591
1441,0000353569,2018-04,36000.0,36000.0,1.0,76591
1442,0000353569,2018-05,551022.0,110683.0,1.1,76591
1443,0000353569,2018-06,62555.0,65055.0,0.9,76591
1444,0000353569,2018-07,46000.0,46000.0,1.0,76591
1445,0000353569,2018-08,120910.0,129268.0,0.9,76591
1446,0000353569,2018-09,18400.0,18750.0,0.9,76591
1447,0000353569,2018-10,25250.0,25250.0,1.0,76591
1448,0000353569,2018-11,25250.0,25250.0,1.0,76591
1449,0000353569,2018-12,0.0,15000.0,0.9,76591
1450,0000353569,2019-01,100470.0,40982.0,1.1,76591
1451,0000353569,2019-02,463797.0,326899.0,1.1,76591
1452,0000353569,2019-03,48799.0,48799.0,1.0,76591
1453,0000353569,2019-04,20800.0,13000.0,1.1,76591
1454,0000353569,2019-05,188854.0,24704.0,1.1,76591
1455,0000353569,2019-06,45172.0,38250.0,1.1,76591
1456,0000353569,2019-07,21789.0,21789.0,1.0,76591
1457,0000353569,2019-08,71708.0,71708.0,1.0,76591
1458,0000353569,2019-09,62055.0,67989.0,0.9,76591
1459,0000353569,2019-10,136461.0,67662.0,1.1,76591
1460,0000353569,2019-11,393718.0,275100.0,1.1,76591
1461,0000353569,2019-12,22442.0,38773.0,0.9,76591
1462,0000353569,2020-01,9041.0,0.0,1.1,76591
1463,0000353569,2020-02,462407.0,204441.0,1.1,76591
1464,0000353569,2020-05,344152.0,188278.0,1.1,76591
1465,0000353569,2020-06,5000.0,0.0,1.1,76591
1466,0000353569,2020-08,45658.0,39230.0,1.1,76591
1467,0000353569,2020-09,37701.0,25002.0,1.1,76591
1468,0000353569,2020-10,27188.0,11743.0,1.1,76591
1469,0000353569,2020-11,7111.0,26065.0,0.9,76591
1470,0000353569,2020-12,0.0,11000.0,0.9,76591
1471,0000353569,2021-02,1741349.0,848840.0,1.1,76591
1472,0000353569,2021-03,4601.0,7400.0,0.9,76591
1473,0000353569,2021-04,100635.0,49916.0,1.1,76591
1474,0000353569,2021-05,102798.0,1803.0,1.1,76591
1475,0000353569,2021-06,63762.0,32404.0,1.1,76591
1476,0000353569,2021-07,9821.0,5062.0,1.1,76591
1477,0000353569,2021-08,19493.0,9477.0,1.1,76591
1478,0000353569,2021-09,3131.0,7729.0,0.9,76591
1479,0000353569,2021-10,20001.0,7872.0,1.1,76591
1480,0000353569,2021-11,20662.0,10264.0,1.1,76591
1481,0000353569,2021-12,2381.0,832.0,1.1,76591
1482,0000353569,2022-01,370983.0,163686.0,1.1,76591
1483,0000353569,2022-02,280716.0,130912.0,1.1,76591
1484,0000353569,2022-03,0.0,1525.0,0.9,76591
1485,0000353569,2022-04,4341.0,1513.0,1.1,76591
1486,0000353569,2022-05,144642.0,1462.0,1.1,76591
1487,0000353569,2022-06,43761.0,784623.0,0.9,76591
1488,0000701288,2018-05,40448.0,0.0,1.1,11587
1489,0000701288,2018-11,0.0,2100.0,0.9,11587
1490,0000701288,2019-05,26378.0,1377.0,1.1,11587
1491,0000701288,2019-12,1000.0,277.0,1.1,11587
1492,0000701288,2020-03,100.0,0.0,1.1,11587
1493,0000701288,2020-05,37248.0,119.0,1.1,11587
1494,0000701288,2020-07,9648.0,0.0,1.1,11587
1495,0000701288,2020-12,0.0,8684.0,0.9,11587
1496,0000701288,2021-03,12000.0,9631.0,1.1,11587
1497,0000701288,2021-05,61648.0,0.0,1.1,11587
1498,0000701288,2021-09,9412.0,0.0,1.1,11587
1499,0000701288,2021-12,0.0,264.0,0.9,11587
1500,0000701288,2022-01,181.0,0.0,1.1,11587
1501,0000701288,2022-05,79384.0,1273.0,1.1,11587
1502,0000701288,2022-06,8000.0,6777.0,1.1,11587
1503,0000701288,2022-08,338.0,823.0,0.9,11587
1504,0000701288,2022-10,0.0,10001.0,0.9,11587
1505,0000701288,2023-03,2156.7599999999998,2576.7599999999998,0.9,11587
1506,0000701288,2023-05,78448.0,0.0,1.1,11587
1507,0000701288,2023-07,621.78,621.78,1.0,11587
1508,0000701288,2023-08,200.0,0.0,1.1,11587
1509,0000701288,2023-09,18612.0,0.0,1.1,11587
1510,0000701288,2023-11,300.0,0.0,1.1,11587
1511,0000701288,2023-12,300.0,0.0,1.1,11587
1512,0000701288,2024-03,163.0,452.0,0.9,11587
1513,0000701288,2024-07,932.67,310.89,1.1,11587
1514,0000701288,2024-08,1276.292,481858.29,0.9,11587
1515,0000705432,2018-01,3087.0,0.0,1.1,86091
1516,0000705432,2018-02,3380.0,3000.0,1.1,86091
1517,0000705432,2018-03,150.0,602.0,0.9,86091
1518,0000705432,2018-05,90.0,0.0,1.1,86091
1519,0000705432,2018-06,16189.0,715.0,1.1,86091
1520,0000705432,2018-08,16175.0,16007.0,1.1,86091
1521,0000705432,2018-09,1871.0,1670.0,1.1,86091
1522,0000705432,2018-10,2000.0,0.0,1.1,86091
1523,0000705432,2018-11,1681.0,4632.0,0.9,86091
1524,0000705432,2018-12,1299.0,945.0,1.1,86091
1525,0000705432,2019-01,0.0,160.0,0.9,86091
1526,0000705432,2019-02,127.0,3785.0,0.9,86091
1527,0000705432,2019-03,2570.0,0.0,1.1,86091
1528,0000705432,2019-04,0.0,255.0,0.9,86091
1529,0000705432,2019-05,127.0,0.0,1.1,86091
1530,0000705432,2019-06,3710.0,1688.0,1.1,86091
1531,0000705432,2019-08,1635.0,0.0,1.1,86091
1532,0000705432,2019-09,2100.0,63.0,1.1,86091
1533,0000705432,2019-11,16701.0,3850.0,1.1,86091
1534,0000705432,2019-12,4699.0,2588.0,1.1,86091
1535,0000705432,2020-01,0.0,2625.0,0.9,86091
1536,0000705432,2020-02,123.0,0.0,1.1,86091
1537,0000705432,2020-03,8996.0,0.0,1.1,86091
1538,0000705432,2020-05,13097.0,0.0,1.1,86091
1539,0000705432,2020-06,5378.0,1291.0,1.1,86091
1540,0000705432,2020-08,15267.0,25777.0,0.9,86091
1541,0000705432,2020-09,6897.0,66.0,1.1,86091
1542,0000705432,2020-10,500.0,964.0,0.9,86091
1543,0000705432,2020-11,3545.0,4392.0,0.9,86091
1544,0000705432,2020-12,4558.0,3200.0,1.1,86091
1545,0000705432,2021-01,0.0,8970.0,0.9,86091
1546,0000705432,2021-02,20921.0,16671.0,1.1,86091
1547,0000705432,2021-03,12393.0,189762.0,0.9,86091
1548,0000705432,2021-04,200.0,400.0,0.9,86091
1549,0000705432,2021-05,12798.0,2681.0,1.1,86091
1550,0000705432,2021-06,13513.0,1339.0,1.1,86091
1551,0000705432,2021-09,4259.0,337.0,1.1,86091
1552,0000705432,2021-10,201952.0,202652.0,0.9,86091
1553,0000705432,2021-11,18625.0,19710.0,0.9,86091
1554,0000705432,2021-12,4603.0,745.0,1.1,86091
1555,0000705432,2022-02,12229.0,0.0,1.1,86091
1556,0000705432,2022-03,5914.0,2053.0,1.1,86091
1557,0000705432,2022-04,100.0,100.0,1.0,86091
1558,0000705432,2022-05,9647.0,0.0,1.1,86091
1559,0000705432,2022-06,4479.0,1350.0,1.1,86091
1560,0000705432,2022-08,1540.0,2005.0,0.9,86091
1561,0000705432,2022-09,4779.0,0.0,1.1,86091
1562,0000705432,2022-10,4000.0,1149.0,1.1,86091
1563,0000705432,2022-11,6778.0,1527.0,1.1,86091
1564,0000705432,2022-12,7876.0,9602.0,0.9,86091
1565,0000705432,2023-02,12473.0,919.0,1.1,86091
1566,0000705432,2023-03,7974.0,397.0,1.1,86091
1567,0000705432,2023-05,19574.0,400.0,1.1,86091
1568,0000705432,2023-06,8069.0,942.0,1.1,86091
1569,0000705432,2023-08,0.0,3073.0,0.9,86091
1570,0000705432,2023-09,6928.0,1665.0,1.1,86091
1571,0000705432,2023-10,0.0,284.0,0.9,86091
1572,0000705432,2023-11,5382.0,659.0,1.1,86091
1573,0000705432,2023-12,6947.0,3348.0,1.1,86091
1574,0000705432,2024-01,1990.0,2370.0,0.9,86091
1575,0000705432,2024-02,18533.0,5396.0,1.1,86091
1576,0000705432,2024-03,23715.0,15314.0,1.1,86091
1577,0000705432,2024-05,25416.0,0.0,1.1,86091
1578,0000705432,2024-06,20857.0,0.0,1.1,86091
1579,0000705432,2024-07,0.0,1021.0,0.9,86091
1580,0000705432,2024-08,14990.0,14890.0,1.1,86091
1581,0000705432,2024-09,10046.0,0.0,1.1,86091
1582,0000706698,2018-02,0.0,9035.0,0.9,79776
1583,0000706698,2018-03,938.0,8735.0,0.9,79776
1584,0000706698,2018-05,0.0,12406.0,0.9,79776
1585,0000706698,2018-06,0.0,29400.0,0.9,79776
1586,0000706698,2018-07,0.0,1500.0,0.9,79776
1587,0000706698,2018-11,0.0,1100.0,0.9,79776
1588,0000706698,2018-12,0.0,175.0,0.9,79776
1589,0000706698,2019-02,0.0,3994.0,0.9,79776
1590,0000706698,2019-11,0.0,3767.0,0.9,79776
1591,0000706698,2019-12,0.0,2668.0,0.9,79776
1592,0000706698,2020-02,0.0,500.0,0.9,79776
1593,0000706698,2020-05,0.0,3880.0,0.9,79776
1594,0000706698,2020-06,0.0,9385.0,0.9,79776
1595,0000706698,2021-02,0.0,500.0,0.9,79776
1596,0000706698,2021-03,0.0,1225.0,0.9,79776
1597,0000706698,2021-08,0.0,2000.0,0.9,79776
1598,0000706698,2021-10,749.0,433.0,1.1,79776
1599,0000706698,2021-11,0.0,9000.0,0.9,79776
1600,0000706698,2021-12,62.0,0.0,1.1,79776
1601,0000706698,2022-02,0.0,500.0,0.9,79776
1602,0000706698,2022-05,0.0,2000.0,0.9,79776
1603,0000706698,2022-06,0.0,250.0,0.9,79776
1604,0000706698,2022-11,0.0,715.0,0.9,79776
1605,0000706698,2022-12,500.0,366.0,1.1,79776
1606,0000706698,2023-02,0.0,500.0,0.9,79776
1607,0000706698,2023-03,0.0,150.0,0.9,79776
1608,0000706698,2023-05,0.0,700.0,0.9,79776
1609,0000706698,2023-06,0.0,60.0,0.9,79776
1610,0000706698,2024-05,0.0,225.0,0.9,79776
1611,0000706698,2024-07,0.0,50.0,0.9,79776
1612,0000708781,2018-01,0.0,5576.0,0.9,83738
1613,0000708781,2018-02,116366.0,0.0,1.1,83738
1614,0000708781,2018-04,13201.0,0.0,1.1,83738
1615,0000708781,2018-06,17138.0,9695.0,1.1,83738
1616,0000708781,2018-07,8601.0,0.0,1.1,83738
1617,0000708781,2018-08,5524.0,9420.0,0.9,83738
1618,0000708781,2018-09,6305.0,0.0,1.1,83738
1619,0000708781,2018-12,7905.0,5810.0,1.1,83738
1620,0000708781,2019-01,5057.0,6443.0,0.9,83738
1621,0000708781,2019-02,140156.0,0.0,1.1,83738
1622,0000708781,2019-03,8505.0,0.0,1.1,83738
1623,0000708781,2019-04,8968.0,0.0,1.1,83738
1624,0000708781,2019-07,13466.0,4196.0,1.1,83738
1625,0000708781,2019-09,12502.0,3212.0,1.1,83738
1626,0000708781,2019-11,24346.0,16856.0,1.1,83738
1627,0000708781,2019-12,18117.0,7548.0,1.1,83738
1628,0000708781,2020-02,319292.0,12446.0,1.1,83738
1629,0000708781,2020-03,11755.0,0.0,1.1,83738
1630,0000708781,2020-04,8152.0,0.0,1.1,83738
1631,0000708781,2020-06,11405.0,0.0,1.1,83738
1632,0000708781,2020-09,9557.0,4639.0,1.1,83738
1633,0000708781,2020-11,35331.0,0.0,1.1,83738
1634,0000708781,2020-12,0.0,300.0,0.9,83738
1635,0000708781,2021-01,11255.0,0.0,1.1,83738
1636,0000708781,2021-02,415286.0,20783.0,1.1,83738
1637,0000708781,2021-03,9505.0,610.0,1.1,83738
1638,0000708781,2021-04,9720.0,0.0,1.1,83738
1639,0000708781,2021-07,14621.0,741.0,1.1,83738
1640,0000708781,2021-08,14905.0,0.0,1.1,83738
1641,0000708781,2021-09,14605.0,0.0,1.1,83738
1642,0000708781,2021-12,15505.0,1000.0,1.1,83738
1643,0000708781,2022-01,322408.0,15477.0,1.1,83738
1644,0000708781,2022-03,21006.0,0.0,1.1,83738
1645,0000708781,2022-04,13122.0,0.0,1.1,83738
1646,0000708781,2022-06,22146.0,0.0,1.1,83738
1647,0000708781,2022-09,3987.0,0.0,1.1,83738
1648,0000708781,2022-12,28509.0,22786.0,1.1,83738
1649,0000708781,2023-01,203896.0,0.0,1.1,83738
1650,0000708781,2023-02,124766.0,9582.0,1.1,83738
1651,0000708781,2023-03,1740.0,0.0,1.1,83738
1652,0000708781,2023-04,40737.0,0.0,1.1,83738
1653,0000708781,2023-06,1610.0,0.0,1.1,83738
1654,0000708781,2023-09,1685.0,0.0,1.1,83738
1655,0000708781,2023-10,1000.0,0.0,1.1,83738
1656,0000708781,2023-11,0.0,1581.0,0.9,83738
1657,0000708781,2023-12,1430.0,0.0,1.1,83738
1658,0000708781,2024-01,838648.0,39195.0,1.1,83738
1659,0000708781,2024-03,1380.0,0.0,1.1,83738
1660,0000708781,2024-04,16020.0,0.0,1.1,83738
1661,0000708781,2024-06,1590.0,0.0,1.1,83738
1662,0000708781,2024-09,1505.0,0.0,1.1,83738
1663,0000708781,2024-10,200.0,0.0,1.1,83738
1664,0000712537,2018-02,125800.0,53972.0,1.1,77643
1665,0000712537,2018-04,136568.0,0.0,1.1,77643
1666,0000712537,2018-05,0.0,501271.0,0.9,77643
1667,0000712537,2018-09,0.0,31331.0,0.9,77643
1668,0000712537,2018-10,4000.0,0.0,1.1,77643
1669,0000712537,2018-12,9170.0,0.0,1.1,77643
1670,0000712537,2019-02,176500.0,70620.0,1.1,77643
1671,0000712537,2019-03,0.0,1500.0,0.9,77643
1672,0000712537,2019-04,14674.0,0.0,1.1,77643
1673,0000712537,2019-05,1000.0,0.0,1.1,77643
1674,0000712537,2019-09,0.0,31331.0,0.9,77643
1675,0000712537,2020-02,102623.0,48060.0,1.1,77643
1676,0000712537,2020-03,15000.0,0.0,1.1,77643
1677,0000712537,2020-04,24001.0,0.0,1.1,77643
1678,0000712537,2020-05,5330.0,0.0,1.1,77643
1679,0000712537,2020-11,10000.0,0.0,1.1,77643
1680,0000712537,2021-01,60000.0,24681.0,1.1,77643
